Crisp,Detailed
"Plaksha University is committed to fostering accessibility in education through a range of scholarships, including both need-based and select merit-based awards. Generous donors contribute to numerous scholarship opportunities, demonstrating the university's dedication to supporting its students. Among these, the prestigious 'Bharti Scholarship' has been established by the Bharti Foundation, fully covering the educational expenses of 20 deserving undergraduate students at Plaksha. This commitment to financial aid ensures that a diverse and talented cohort of students can pursue their educational goals and contribute to Plaksha's vibrant learning community.","Plaksha University upholds a strong commitment to ensuring that deserving students have access to quality education, regardless of their personal financial constraints. To achieve this, the university offers a range of scholarships, encompassing both need-based and select merit-based options.

These scholarships are made possible through the generous contributions of donors who share Plaksha's vision of empowering future leaders and innovators. In addition to these opportunities, the Bharti Foundation, known for its commitment to education and social welfare, has established the prestigious 'Bharti Scholarship.' This scholarship program provides full support to 20 undergraduate students at Plaksha, offering a significant boost to their educational journey.

Plaksha University's scholarship initiatives exemplify its dedication to nurturing talent and fostering a diverse and inclusive community, making it possible for students to pursue their dreams and make a lasting impact in the world of technology and innovation."

"The Technology Leaders Program (TLP) at Plaksha University is well-suited for individuals driven by a passion for leveraging technology to tackle real-world challenges. Whether you're a recent graduate, a working professional seeking to accelerate your career in the tech industry, or an entrepreneur with a tech-oriented focus, TLP provides a valuable opportunity. The program does have certain technical prerequisites, which include a solid grasp of mathematical concepts in probability, statistics, and linear algebra, along with strong problem-solving and analytical skills. These requirements ensure that participants can fully engage with the program's rigorous and transformative curriculum.","The eligibility criteria for the Technology Leaders Program (TLP) are designed to ensure that participants are well-equipped to make the most of this transformative experience. TLP is an ideal fit for individuals who have a genuine passion for harnessing technology to tackle real-world challenges. Whether you are a recent graduate seeking to kickstart your career, a working professional looking to accelerate your path in the tech industry, or an aspiring entrepreneur, TLP offers a comprehensive platform for growth and impact.

In terms of technical prerequisites, a strong grasp of mathematical concepts is crucial, especially in the areas of probability, statistics, and linear algebra. These mathematical foundations are fundamental in the context of the program's curriculum, which encompasses artificial intelligence, machine learning, and data science. Additionally, participants are expected to possess robust problem-solving and analytical abilities. These skills are essential not only for navigating the technical aspects of the program but also for succeeding in the broader landscape of technology, innovation, and leadership.

TLP's emphasis on both technical knowledge and problem-solving skills reflects its commitment to preparing participants to be well-rounded and effective leaders in the technology sector. This approach ensures that graduates of the program are not only technically adept but also equipped with the analytical and critical thinking skills necessary to address complex real-world challenges and drive meaningful change."

"Plaksha's Technology Leadership Program (TLP) admission process encompasses several stages. It begins with the submission of an application form, which is followed by a Tech Aptitude Test. However, candidates holding valid GRE, GMAT, GATE, or JEE scores may be exempt from this test. Successful candidates move on to the interview phase, where they have the opportunity to showcase their qualifications and potential. As the application cycle unfolds, detailed information about each stage is provided to shortlisted applicants, ensuring transparency and facilitating a smooth and informed application process. Ultimately, this thorough process aims to identify individuals who have the potential to become Plaksha Tech Leaders.","The admission process for the Plaksha Technology Leadership Program is a multi-stage journey. It commences with the submission of an application form, through which prospective candidates express their interest in joining the program. Following this initial step, candidates proceed to the ""Tech Aptitude Test,"" a critical evaluation stage aimed at assessing their technical proficiency and problem-solving capabilities, ensuring they possess the foundational skills required for success in the program. Notably, candidates with valid GRE, GMAT, GATE, or JEE scores might be exempted from this test, reflecting their demonstrated aptitude in standardized assessments. Subsequently, shortlisted candidates advance to the ""Interview"" stage, a pivotal component of the selection process. The interview offers an opportunity for the admission committee to gauge candidates' readiness, motivation, and alignment with the program's objectives. Upon successfully navigating these stages, candidates who exhibit the potential to become Plaksha Tech Leaders are offered admission to the program. It's important to mention that the program conveys detailed information about each stage, including specific requirements and instructions, to shortlisted applicants as the application cycle unfolds. This comprehensive admission process ensures that candidates are well-prepared to embark on a transformative journey towards becoming technology leaders in a rapidly evolving world."

"The fee structure for the program is as follows: An acceptance fee of INR 50,000 is due at the time of admission offer acceptance. The first installment of program fees, INR 150,000, should be paid within 45 days of offer acceptance or before June 30, 2023, whichever is earlier. The second installment of program fees, as specified in the admission offer letter, is due on or before July 31, 2023. Accommodation, offered at a state-of-the-art facility 2 KMs from the campus, costs INR 1.7 lacs for the entire session and can be paid in two equal installments (INR 85,000 by July 31, 2023, and INR 85,000 by December 31, 2023). Food is not included in the accommodation cost, and students can choose to make their own arrangements or subscribe to campus food facilities based on actuals.","The payment terms for the program are structured to provide clarity and ease of transaction for students. The fee schedule is as follows: An acceptance fee of INR 50,000 is to be paid at the time of admission offer acceptance. Subsequently, the program fees are divided into two installments. The first installment, totaling INR 150,000, must be settled within 45 days of offer acceptance or before June 30, 2023, whichever date comes earlier. The second installment, as specified in the admission offer letter, should be paid on or before July 31, 2023.

In terms of accommodation, students will have access to a university-managed state-of-the-art facility situated approximately 2 kilometers from the main campus. This accommodation comes equipped with essential amenities such as furnished rooms, TV, electricity, water, air conditioning, housekeeping, security, transportation to the campus, a cooking area, and medical support. The accommodation fee for the entire session is INR 1.7 lacs and can be paid in two equal installments. The first installment of INR 85,000 is due by July 31, 2023, and the second installment of INR 85,000 is payable by December 31, 2023. It's important to note that the accommodation fee does not cover food expenses. Students have the option to make their own meal arrangements or choose to subscribe to campus food facilities based on actual costs. These payment terms are designed to ensure a smooth financial process for students as they embark on their academic journey."

"Plaksha is committed to ensuring financial constraints don't hinder education. They offer both need-based financial aid and limited merit-based scholarships. Need-based assistance is determined by family income, wealth, and expenses. All applicants are automatically considered for merit scholarships. There's also the 'Ayyalasomayajula Lalitha' Scholarship for women in STEM from less privileged backgrounds. Plaksha facilitates bank loans with partners like IDFC FIRST Bank, HDFC Bank, Axis Bank, ICICI Bank, and more.
","Plaksha University is dedicated to breaking down financial barriers to education. They offer two main avenues of financial support: need-based assistance and merit-based scholarships. The admission process at Plaksha is 'need-blind,' meaning it's solely based on performance, ensuring that financial constraints do not affect admission to the Technology Leadership Program.

Once admitted, the Office of Financial Aid steps in to assess each student's financial needs. The level of financial aid is determined by evaluating factors such as the applicant's family income, wealth, and expenses. This approach ensures that deserving students are provided with the necessary financial support to pursue their education.

In addition to need-based aid, limited merit scholarships are also available, and all applicants are automatically considered for these scholarships. Plaksha University believes in recognizing and supporting exceptional talent.

Furthermore, there's the 'Ayyalasomayajula Lalitha' Scholarship Fund, which specifically supports deserving women students from less privileged backgrounds pursuing full-time postgraduate programs at Plaksha University. This scholarship fund is a tribute to Mrs. Ayyalasomayajula Lalitha, India's first female professional engineer, who championed women in STEM fields.

Plaksha University also collaborates with several banks and financial institutions to facilitate easy access to education loans, helping students fund their expenses. Prominent banking partners include IDFC FIRST Bank, HDFC Bank, Axis Bank, ICICI Bank, HDFC Credila, Grad Right, Propelld, and Eduvanz. The specific details of the loan process are shared with candidates upon selection, making education more accessible and affordable for all. The 'A.T.E. Chandra Foundation' manages the 'Ayyalasomayajula Lalitha' Scholarship Fund, with the intent that recipients contribute back to ensure its sustainability and the future support of women change makers at Plaksha.





"

"The Plaksha Technology Leaders Program is a fully residential course, meaning that all classes and activities take place on the Plaksha University campus in Mohali. Students reside in contemporary twin-sharing residential apartments situated in close proximity to the academic facilities. These apartments are equipped with all essential amenities, ensuring that students have a comfortable and convenient living environment while pursuing their studies. The residential aspect of the program promotes a dynamic and immersive learning experience, fostering a vibrant and collaborative community of technology leaders in training.","The Plaksha Technology Leaders Program offers a fully residential educational experience. All classes and academic activities take place on the Plaksha University campus situated in Mohali, providing students with a focused and immersive learning environment. To accommodate students during the program, modern residential apartments are available in close proximity to the academic facility. These apartments are designed for twin-sharing arrangements, fostering a sense of community and collaboration among the Tech Leaders. They are equipped with all necessary amenities to ensure the comfort and well-being of the students during their educational journey. The residential aspect of the program enhances peer interactions, facilitates academic engagement, and offers a supportive environment for students to thrive. To gain a deeper understanding of the campus and its facilities, students can access additional information by visiting the official campus webpage."

"The Bharti Scholarship at Plaksha University offers financial support and transformative experiences to exceptional undergraduate students from various socio-economic backgrounds. Up to 20 scholarships are awarded annually. Recipients, known as 'Bharti Scholars,' benefit from mentorship by senior faculty and industry leaders, global exchange programs, and the opportunity to engage in projects with a focus on social impact. Scholarship renewal is contingent on academic performance, and selection is based on financial need and holistic evaluation.","The Bharti Scholarship, established by the Bharti Foundation, serves as a remarkable initiative to enable deserving students from diverse socio-economic backgrounds to pursue full-time undergraduate studies at Plaksha University. This prestigious scholarship program fully supports up to 20 undergraduate students annually. The Bharti Scholarship aims to go beyond a mere financial commitment, offering a holistic and transformative experience for these exceptional and deserving students, fostering both academic and professional growth.

The scholarship provides a range of benefits for Bharti Scholars, including participation in a student mentoring program during their first year, facilitated by senior faculty members and industry leaders. This mentorship aims to provide guidance and support, ensuring the scholars' smooth transition into the university's academic environment. Additionally, Bharti Scholars have the opportunity to engage in exchange programs with global universities, offering them a chance to broaden their horizons through projects, research, and cross-cultural experiences.

To be eligible for the Bharti Scholarship, candidates must exhibit not only academic excellence but also a set of key attributes, including motivation to utilize their talents for the betterment of society, out-of-the-box thinking, a bias for action, an entrepreneurial mindset, leadership instincts, ethics, grit, and determination. Scholarship awards are made on an annual basis and can be renewed for up to four years, or until the student earns a bachelor's degree, subject to maintaining the specified minimum academic performance and other criteria.

The selection process for scholarship recipients involves a meticulous evaluation process. This includes a review of candidates' statements of purpose and personal essays, which are part of their initial application. A rigorous shortlisting process is conducted, considering factors such as financial need, holistic assessment of academic and extracurricular performance, and personal essays submitted during the admission process at Plaksha. Following the initial shortlisting, a scholarship committee conducts interviews with shortlisted candidates to make the final selection.

One notable aspect of the Bharti Scholarship is the emphasis on social impact. Bharti Scholars are expected to actively participate in projects, internships, and capstones, with a special focus on initiatives that create a positive societal influence. The Bharti Scholarship program reflects a deep commitment to nurturing the potential of exceptional students, offering them support and opportunities to excel academically and contribute to society, thus aligning with Plaksha University's ethos of innovation, leadership, and inclusivity."

"Plaksha University is unwavering in its dedication to nurturing a vibrant research and innovation ecosystem that addresses pressing global challenges. The university's research endeavors span a range of pivotal areas, including future mobility, smart agriculture, affordable healthcare, sustainable urban systems, and the intricate relationship between water, food, and energy. By focusing on these critical domains, Plaksha University strives to contribute to innovative solutions and advancements that have a meaningful and lasting impact on the world's most urgent issues","At Plaksha University, we are committed to fostering a robust research and innovation ecosystem geared towards addressing the most pressing challenges of our era. Our research initiatives are diverse and cutting-edge, focusing on pivotal domains that hold the potential to shape the future.

One of our key research areas is the ""Future of Mobility,"" where we explore innovative solutions for transportation and urban mobility to create more efficient, sustainable, and accessible systems. In ""Smart Agriculture,"" our researchers work on advancing technology and practices to enhance agricultural productivity and sustainability, ultimately contributing to global food security.

We are also dedicated to developing ""Affordable Health Systems"" that ensure quality healthcare is accessible to all, leveraging technology and innovation to bridge healthcare gaps. In ""Sustainable Urban Systems,"" our research aims to create livable, efficient, and environmentally conscious cities for the rapidly urbanizing world.

Lastly, we delve into the intricate relationships within the ""Water-Food-Energy Nexus,"" aiming to optimize resource utilization and minimize environmental impact. Plaksha University's research and innovation ecosystem strives to drive meaningful change, providing solutions to some of the world's most critical challenges.




"

"The Plaksha Research Fellowship (PRF) seeks outstanding graduates and postgraduates in engineering, applied sciences, and social sciences to advance their research careers in cutting-edge technology and interdisciplinary fields. PRF Fellows will collaborate with renowned faculty at Plaksha and partner institutions, receive competitive stipends, attend international events, and rapidly become leaders in global research programs. We also emphasize nurturing entrepreneurial skills and vision.
","The Plaksha Research Fellowship (PRF) is a prestigious program designed to attract exceptional graduates and postgraduates in the fields of engineering, applied sciences, and social sciences. Our goal is to nurture emerging researchers interested in pushing the boundaries of technology and interdisciplinary research.

PRF Fellows will have the opportunity to work closely with esteemed faculty members at Plaksha University, serving as integral members of research labs dedicated to addressing contemporary challenges. Collaboration extends beyond our institution, with fellows also working in partnership with universities, research laboratories, and industry, providing a rich and diverse research environment.

As a testament to our commitment to research excellence, PRF Fellows will receive competitive stipends, ensuring their financial well-being as they pursue their research careers. Furthermore, an annual grant will support their participation in international conferences and workshops, facilitating networking and exposure to the global research community.

Our expectation is that Research Fellows will rapidly evolve into leaders within globally renowned research programs. We provide an environment that not only fosters academic excellence but also emphasizes the cultivation of entrepreneurial skills and vision, ensuring that they are well-rounded individuals who can drive innovation and make a significant impact in their chosen fields."

"Research Fellows at Plaksha University play a multifaceted role that involves a combination of conducting cutting-edge research, producing high-impact research papers, and supporting faculty in undergraduate teaching. Their responsibilities are critical for advancing knowledge and contributing to the academic community. In addition to their research duties, they dedicate a significant portion of their time to enriching the educational experience for undergraduate students. This dual role reflects Plaksha University's commitment to fostering both research excellence and academic mentorship, providing a dynamic and well-rounded academic environment.","The Research Fellow's role at Plaksha University encompasses a range of responsibilities. Firstly, they are expected to engage in rigorous research within their respective areas, collaborating not only with Plaksha faculty but also with partner institutions, which enriches their exposure to diverse research environments and perspectives.

Another vital aspect of their role is contributing to the academic literature by writing research papers and conference papers. While undertaking this task, Research Fellows receive guidance and assistance from faculty members, ensuring that their work meets high academic standards.

In addition to their research duties, Research Fellows are actively involved in undergraduate teaching. This entails helping faculty members deliver at least one course every semester, which may involve approximately 10-12 hours of weekly work. This dual role as a researcher and educator not only enriches the academic experience for students but also enhances the Fellow's own skill set and ability to communicate complex ideas effectively."

"The Plaksha Research Fellowship is an opportunity designed for driven individuals with a keen interest in establishing a career in academia and research. Eligibility criteria for this fellowship include holding a Bachelor's or Master's degree in various fields, demonstrating alignment with specific research areas, and being under 30 years of age. Selection for the fellowship is based on several factors, including the candidate's research interests, their potential for innovation, and their motivation to tackle real-world challenges at the intersection of technology and society. These criteria ensure that candidates who are not only academically qualified but also deeply committed to making a meaningful impact in their chosen fields are considered for this prestigious fellowship.","The eligibility criteria for the Plaksha Research Fellowship are designed to identify and support passionate individuals embarking on careers in academia and research. To be considered for the fellowship, candidates should meet the following requirements:

Educational Background: Applicants must hold a Bachelor's or Master's degree (or equivalent) in fields related to computer science, engineering (including electrical and electronics engineering, mechanical engineering, and bioengineering), mathematics, physics, biology and natural sciences, engineering education, humanities, liberal arts, or related areas.

Research Alignment: Candidates are encouraged to align their research interests with Plaksha's key thrust areas, which encompass machine learning, artificial intelligence, data science, robotics and cyber-physical systems, sensors, IoT (Internet of Things), biological systems, bioinformatics, engineering ethics, humanities, and more. The specific areas of faculty research interests can be found in the 'Role Specifications' for further details.

Age Limit: Applicants should be below 30 years of age to be considered for the fellowship.

Research Fellows will be chosen based on their demonstrated research interests, innovative potential, and their commitment to making a positive impact. The university is particularly interested in candidates who are eager to take on intellectual challenges, generate novel artifacts and systems, explore the intersection of technology and society, and work on practical solutions for real-life problems. The selection process is highly competitive, emphasizing the importance of a genuine passion for research and a drive to contribute to technological leadership and societal well-being."

"Plaksha Research Fellows enjoy a minimum monthly stipend of INR 50,000 with potential bonuses for outstanding performance. On-campus housing may be available, and Fellows receive medical insurance (INR 5 lac) and a travel/conference allowance (up to INR 50,000 per year). The fellowship is a one-year contract, renewable annually for up to three years. Further benefits include priority consideration for PhD programs and full-time research positions at Plaksha, as well as mentorship for future academic and industry career paths.","The compensation and benefits package for Plaksha Research Fellows is designed to provide a supportive and rewarding experience. Here's a detailed breakdown:

Stipend: Research Fellows receive a minimum consolidated monthly stipend of INR 50,000, which includes a House Rent Allowance (HRA). Exceptional candidates may also be eligible for additional incentives.

Housing: On-campus housing may be available to Fellows in the student hostel, and it is provided on a payment basis.

Medical Insurance: Fellows are covered by a comprehensive medical insurance plan with coverage of INR 5 lac, ensuring their well-being.

Travel/Conference Allowance: Research Fellows are entitled to a travel/conference allowance of up to INR 50,000 per year, enabling them to attend conferences and workshops, expand their networks, and stay updated with the latest developments in their respective fields.

Contract Duration: The fellowship initially spans one year, with the possibility of renewal on an annual basis, extendable to a maximum of three years, subject to mutual agreement and performance.

Additional Career Benefits:

PhD Admission Priority: Research Fellows who excel in their roles receive priority consideration for admission to PhD programs at Plaksha, offering a seamless transition to advanced research studies.

Research Engineer Positions: Exceptional Fellows are also given priority consideration for full-time research engineer positions at Plaksha's research centers, providing opportunities to continue their research work in a professional capacity.

Mentorship: Fellows benefit from mentorship and guidance to shape their future career trajectories, whether in academia or industry, ensuring they have the support and insight needed to achieve their professional goals."

"The application process for the prestigious Plaksha Research Fellowship is straightforward. Start by visiting the application portal and click 'Apply Here' to begin. Your application will require specific documents to illuminate your qualifications, aspirations, and research potential.
Begin with a comprehensive Curriculum Vitae (CV) outlining your educational background and research experience, providing an overview of your academic journey.
Compile a list of 2-5 references who can vouch for your qualifications and skills, reinforcing your research potential.
Craft a concise Statement of Interest, a document of up to 2 pages, detailing your motivations, skills, research interests, and educational or career goals. This statement offers the selection committee insights into your aspirations in academia and research.
By following these steps and submitting these documents, you can present a strong application, demonstrating your potential as a Plaksha Research Fellow, and embarking on a promising research and academic career.","The application process for the Plaksha Research Fellowship is straightforward and involves the following steps:

Access the Application Portal: Click the 'Apply Here' button on the application portal to begin the application process.

Required Documents:

CV: Prepare and submit your Curriculum Vitae (CV) to provide an overview of your academic and professional background.
References: Include a list of 2 to 5 references who can vouch for your qualifications and character.
Statement of Interest: Craft a concise Statement of Interest, not exceeding 2 pages, which should address the following aspects:
Motivation: Explain your reasons for applying to the Plaksha Research Fellowship, highlighting your enthusiasm and commitment to pursuing a research career.
Skills and Experience: Showcase your relevant skills and experiences that make you a strong candidate for the fellowship.
Research Interests: Discuss your research interests, particularly those that align with Plaksha's focus areas.
Educational and Career Aspirations: Share your educational and career aspirations, providing insights into how the fellowship can help you achieve your goals.
By following these steps and providing the requested documents, you can complete your application for the Plaksha Research Fellowship and take the first step toward an exciting research journey."

"Plaksha University hosts several key initiatives:
Center for Clean Energy: Focused on energy expertise, innovation, and entrepreneurship, with engagement in public-private energy projects.
Plaksha Entrepreneurship Program: Encouraging entrepreneurship within the Plaksha community and aiding Fellows in the transition from student to entrepreneur.
Global Innovation Hub: A partnership with the Government of Punjab, aiming to foster innovation and entrepreneurship by attracting startups to the Knowledge City, Mohali, covering 4 acres.","Plaksha University is at the forefront of several innovative initiatives:
Center for Clean Energy: This center is dedicated to fostering expertise in clean energy, supporting energy-related innovation and research, nurturing energy entrepreneurs, and actively engaging in public-private partnerships for energy projects. It serves as a hub for knowledge and action in the clean energy sector, addressing the critical need for sustainable energy solutions.
Plaksha Entrepreneurship Program: Launched with the objective of cultivating an entrepreneurial spirit within the Plaksha student community and the broader ecosystem. The program provides a conducive environment for Fellows to develop their business ideas, encouraging the transition from being a student to becoming a successful entrepreneur. It empowers aspiring entrepreneurs with mentorship, resources, and opportunities to turn their innovative concepts into thriving businesses.
Global Innovation Hub: In collaboration with the Government of Punjab, Plaksha has signed a Memorandum of Understanding (MoU) to establish a Global Innovation Hub within the Knowledge City in Mohali, spanning 4 acres. This hub is designed to stimulate innovation and entrepreneurship in the region by attracting startups, providing them with an environment conducive to growth and collaboration. The initiative aims to position Mohali as a hub for cutting-edge innovation and a catalyst for economic development in the area."

"Plaksha University empowers its graduates to forge impactful careers that transcend boundaries and drive positive change. Alumni from the Technology Leaders Program have ventured into diverse roles, becoming data scientists, innovative product managers, visionary entrepreneurs, and influential tech leaders. Their reach extends across a spectrum of sectors, encompassing Fintech, Biotech, E-commerce, and more. They occupy vital positions such as Product Managers and Startup Founders, while some also embark on higher studies at prestigious institutions worldwide. These alumni exemplify the university's commitment to nurturing dynamic individuals who shape the future and tackle real-world challenges with resilience and innovation.","Plaksha University is dedicated to empowering students with the knowledge and skills required for high-impact careers. Our graduates embark on diverse professional paths, ranging from leadership roles in established organizations to founding innovative ventures that tackle pressing real-world issues.
The alumni of the Technology Leaders Program have achieved success in various roles and industries, including but not limited to:
Sectors:
Fintech
Biotech
Auto
Agri-tech
E-commerce
Data Analytics
Blockchain
Banking
Consulting
Manufacturing
Healthcare
Venture Capital
Research Labs
Non-Profit Organizations, and more.
Roles in Organizations:
Product Manager
Product Designer
Software Architect
Data Scientist
UX Designer
Data Engineer
Startup Founder
Chief Technology Officer (CTO)
Chief Experience Officer (CXO)
Moreover, a significant number of our alumni choose to pursue further education at top institutions worldwide, further enhancing their knowledge and expertise in their chosen fields. Plaksha University equips students with the skills, networks, and experiences they need to make meaningful contributions across a wide range of sectors and roles."

"Plaksha University serves as a magnet for an eclectic array of leading companies, with renowned names such as Boston Consulting Group, Fractal Analytics, Cisco, Microsoft, Amazon, and many others drawn to its pool of talented graduates. These partnerships between the university and industry leaders underscore Plaksha's commitment to fostering a seamless transition for its students into the professional world, connecting them with prestigious organizations that value and seek their diverse skills and expertise.","Plaksha University's strong industry connections and commitment to excellence in education draw an impressive roster of companies for hiring. Some of the prominent names include Boston Consulting Group, Fractal Analytics, InfoEdge, Cisco, Arcesium, Eightfold.ai, Harappa, HRS, Indifi, Microsoft, Paytm, Amazon, Cactus, and a host of other prestigious organizations. This diverse array of employers offers our graduates a wide spectrum of opportunities to launch their careers and make impactful contributions in various sectors."

"The Indorama Ventures Center for Clean Energy at Plaksha University is a pioneering interdisciplinary center with a mission to drive India's clean energy transition through education and research. It aims to leverage the synergy between energy and digitalization to make sustainable and affordable energy solutions a reality while nurturing industry-relevant professionals and entrepreneurs. The center is guided by a distinguished executive council and advisors from academia, industry, think tanks, development finance institutions, and entrepreneurship. Its vision is to create a future where India's energy sector is characterized by decarbonization, self-reliance, and grid security, offering clean and secure energy for all.","The Indorama Ventures Center for Clean Energy, situated at Plaksha University, is a groundbreaking initiative aimed at catalyzing India's transition towards a cleaner, more sustainable energy landscape. This interdisciplinary center focuses on the convergence of energy and digitalization to facilitate the widespread deployment of scalable, sustainable, and affordable energy solutions. A key objective is the cultivation of professionals and entrepreneurs equipped to address the challenges and opportunities within the clean energy sector.
Vision:The center envisions a future where India's energy sector is characterized by decarbonization, self-reliance, and grid security. In this vision, clean and secure energy is accessible to all, driving both environmental sustainability and national energy security.
Mission:The core mission of the Indorama Ventures Center for Clean Energy is to support India's journey towards a net-zero carbon, self-reliant, and energy-secure future. To achieve this mission, the center engages in:
Interdisciplinary Research: Conducting research that spans across multiple domains to create innovative solutions.
Industry and Government Partnerships: Collaborating with key stakeholders in both industry and government to drive the clean energy transition.
Public Awareness Campaigns: Educating and mobilizing the public to participate in and support clean energy initiatives.
The center operates under the guidance of a diverse and eminent executive council, along with advisors from academia, industry, think tanks, development finance institutions (DFIs), and the entrepreneurship ecosystem. By addressing the dual imperatives of India's energy transformation and global carbon emissions reduction, the Indorama Ventures Center for Clean Energy at Plaksha University is poised to make a significant impact on the clean energy landscape."

"The Indorama Ventures Center for Clean Energy at Plaksha University is steered by a distinguished faculty team that includes Dr. Anupam Sobti, Dr. Shashikant Pawar, Dr. Vishal Garg, and Dr. Vivek Deulkar. These experts exemplify the university's dedication to multidisciplinary research in the field of clean energy. Their collective expertise is leveraged to tackle intricate challenges, contributing significantly to the center's overarching mission of advancing innovative and sustainable solutions in the clean energy sector. Their efforts exemplify the institution's commitment to driving positive change and fostering a greener, more sustainable future.","The Indorama Ventures Center for Clean Energy is a cornerstone of our dedication to multifaceted research in the field of clean energy. Our accomplished faculty team, comprising Dr. Anupam Sobti (Applied Machine Learning, Embedded Systems/IoT), Dr. Shashikant Pawar (Fluid Dynamics and Heat Transfer), Dr. Vishal Garg (Energy Efficient & Smart Buildings), and Dr. Vivek Deulkar (Sustainable Carbon Efficient Energy Systems), collectively embodies our commitment to advancing innovative solutions. They bring a wealth of knowledge and experience to tackle intricate challenges in the clean energy domain, making a significant contribution to our overarching mission. Through their dedication and expertise, the center is poised to play a pivotal role in shaping a more sustainable and environmentally responsible future."

"The Indorama Ventures Center for Clean Energy at Plaksha University actively explores vital research domains aimed at propelling advancements in clean energy. These encompass renewable energy technologies, energy storage solutions, grid modernization, policy and economics, end-use efficiency, and environmental impact mitigation. These research areas constitute the cornerstone of the center's mission, which is to play a pivotal role in spearheading the transition towards clean and sustainable energy through a combination of education and research. By delving into these critical domains, the center aims to make meaningful contributions towards the transformation of India's energy landscape, steering it toward a more eco-friendly and efficient future.","The Indorama Ventures Center for Clean Energy is at the forefront of research in several pivotal areas to propel the clean energy agenda forward:
Renewable Energy: Research in this area is dedicated to the development of innovative renewable energy technologies encompassing solar, wind, and hydropower. The goal is to foster a cleaner energy future and promote the utilization of renewable energy sources. The scope of work includes technical assessments, cost-benefit analyses, and the identification of best practices for deploying renewable energy technologies.
Energy Storage and Grid Modernization: This area focuses on addressing energy storage challenges and the modernization of electrical grids to enhance the integration of renewable energy sources. Research endeavors center around advanced storage systems, grid management and control, and the optimization of grid operations.
Policies and Economics: The Center is actively engaged in research related to end-use efficiency in energy consumption, encompassing sectors such as energy-efficient buildings, appliances, and public utilities. This includes the development and deployment of energy-efficient technologies and solutions, as well as the identification of best practices for energy conservation.
End-Use Efficiency: Research in this area delves into end-use efficiency in energy consumption across domains like smart and efficient buildings, appliances, and transportation. The work encompasses the development of energy-efficient technologies and solutions and the identification of best practices for effective energy conservation.
Environmental Impact: This area is dedicated to the study of the environmental impact of energy production and consumption, with a focus on minimizing this impact and promoting sustainable energy solutions. Research efforts involve evaluating the environmental consequences of energy production, developing low-carbon energy solutions, and identifying best practices for reducing greenhouse gas emissions.
These research areas are fundamental to the Center's mission of spearheading the clean energy transition through education and research. The Center is unwavering in its commitment to making a positive impact and driving progress towards a sustainable and environmentally responsible future."

"The Indorama Ventures Center for Clean Energy at Plaksha University dedicates its research endeavors to two critical domains. The first area of focus is Building Energy Efficiency, which acknowledges the rapid growth of India's construction sector and the emergence of smart cities. The center explores innovative solutions that enhance energy efficiency in buildings through urban planning, optimized building designs, energy-efficient equipment, and the integration of renewable energy sources. The second research area is Urban Heat Island (UHI), a phenomenon linked to rising temperatures in urban areas due to human activities. The center's UHI research encompasses visualizing UHI impacts, conducting microclimate studies, and implementing mitigation strategies such as cool roofs, passive design, vertical gardening, and reflective materials. These concerted efforts aim to significantly contribute to advancing clean energy and promoting sustainable urban development.","The Indorama Ventures Center for Clean Energy is at the forefront of research in two critical areas:

Building Energy Efficiency: As India's construction sector expands and the nation pursues the development of 100 smart cities by 2023, a pressing need arises for building energy efficiency solutions. Currently, the building sector accounts for a significant 32.6% of India's total electricity consumption, a figure set to increase. The center conducts multifaceted research on building efficiency, encompassing topics such as neighborhood planning, building envelope optimization, energy-efficient equipment, human behavior's impact on energy consumption, smart automation, renewable energy integration, energy storage solutions, and an analysis of policies and regulations. The aim is to advance sustainable and decarbonized building practices to ensure a cleaner, more energy-efficient future.

Urban Heat Island (UHI): UHIs result from human activities, causing urban areas to experience higher temperatures than their rural surroundings. This shift can lead to multiple challenges, including increased human mortality, compromised health and comfort, elevated energy consumption, and emissions. The center's research in this area includes visualizing the impact of UHIs through district-level simulations and microclimate studies. These investigations provide insights into the effects of human activities on urban temperatures and allow for the identification of problems and the formulation of solutions. Mitigation strategies involve implementing cool roofs, passive design modifications, urban planning, vertical gardening, and optimizing building materials to minimize the impact of UHIs, thereby enhancing urban livability and reducing energy consumption."

