Crisp,Detailed
"The fee structure for the program is as follows: An acceptance fee of INR 50,000 is due at the time of admission offer acceptance. The first installment of program fees, INR 150,000, should be paid within 45 days of offer acceptance or before June 30, 2023, whichever is earlier. The second installment of program fees, as specified in the admission offer letter, is due on or before July 31, 2023. Accommodation, offered at a state-of-the-art facility 2 KMs from the campus, costs INR 1.7 lacs for the entire session and can be paid in two equal installments (INR 85,000 by July 31, 2023, and INR 85,000 by December 31, 2023). Food is not included in the accommodation cost, and students can choose to make their own arrangements or subscribe to campus food facilities based on actuals.","The payment terms for the program are structured to provide clarity and ease of transaction for students. The fee schedule is as follows: An acceptance fee of INR 50,000 is to be paid at the time of admission offer acceptance. Subsequently, the program fees are divided into two installments. The first installment, totaling INR 150,000, must be settled within 45 days of offer acceptance or before June 30, 2023, whichever date comes earlier. The second installment, as specified in the admission offer letter, should be paid on or before July 31, 2023.

In terms of accommodation, students will have access to a university-managed state-of-the-art facility situated approximately 2 kilometers from the main campus. This accommodation comes equipped with essential amenities such as furnished rooms, TV, electricity, water, air conditioning, housekeeping, security, transportation to the campus, a cooking area, and medical support. The accommodation fee for the entire session is INR 1.7 lacs and can be paid in two equal installments. The first installment of INR 85,000 is due by July 31, 2023, and the second installment of INR 85,000 is payable by December 31, 2023. It's important to note that the accommodation fee does not cover food expenses. Students have the option to make their own meal arrangements or choose to subscribe to campus food facilities based on actual costs. These payment terms are designed to ensure a smooth financial process for students as they embark on their academic journey.




"
"Plaksha is committed to ensuring financial constraints don't hinder education. They offer both need-based financial aid and limited merit-based scholarships. Need-based assistance is determined by family income, wealth, and expenses. All applicants are automatically considered for merit scholarships. There's also the 'Ayyalasomayajula Lalitha' Scholarship for women in STEM from less privileged backgrounds. Plaksha facilitates bank loans with partners like IDFC FIRST Bank, HDFC Bank, Axis Bank, ICICI Bank, and more.
","Plaksha University is dedicated to breaking down financial barriers to education. They offer two main avenues of financial support: need-based assistance and merit-based scholarships. The admission process at Plaksha is 'need-blind,' meaning it's solely based on performance, ensuring that financial constraints do not affect admission to the Technology Leadership Program.

Once admitted, the Office of Financial Aid steps in to assess each student's financial needs. The level of financial aid is determined by evaluating factors such as the applicant's family income, wealth, and expenses. This approach ensures that deserving students are provided with the necessary financial support to pursue their education.

In addition to need-based aid, limited merit scholarships are also available, and all applicants are automatically considered for these scholarships. Plaksha University believes in recognizing and supporting exceptional talent.

Furthermore, there's the 'Ayyalasomayajula Lalitha' Scholarship Fund, which specifically supports deserving women students from less privileged backgrounds pursuing full-time postgraduate programs at Plaksha University. This scholarship fund is a tribute to Mrs. Ayyalasomayajula Lalitha, India's first female professional engineer, who championed women in STEM fields.

Plaksha University also collaborates with several banks and financial institutions to facilitate easy access to education loans, helping students fund their expenses. Prominent banking partners include IDFC FIRST Bank, HDFC Bank, Axis Bank, ICICI Bank, HDFC Credila, Grad Right, Propelld, and Eduvanz. The specific details of the loan process are shared with candidates upon selection, making education more accessible and affordable for all. The 'A.T.E. Chandra Foundation' manages the 'Ayyalasomayajula Lalitha' Scholarship Fund, with the intent that recipients contribute back to ensure its sustainability and the future support of women change makers at Plaksha.





"
"The Plaksha Technology Leaders Program is a fully residential course, with classes conducted at the Plaksha University campus in Mohali. Students stay in modern twin-sharing residential apartments located near the academic facility, with all essential amenities provided.","The Plaksha Technology Leaders Program offers a fully residential educational experience. All classes and academic activities take place on the Plaksha University campus situated in Mohali, providing students with a focused and immersive learning environment. To accommodate students during the program, modern residential apartments are available in close proximity to the academic facility. These apartments are designed for twin-sharing arrangements, fostering a sense of community and collaboration among the Tech Leaders. They are equipped with all necessary amenities to ensure the comfort and well-being of the students during their educational journey. The residential aspect of the program enhances peer interactions, facilitates academic engagement, and offers a supportive environment for students to thrive. To gain a deeper understanding of the campus and its facilities, students can access additional information by visiting the official campus webpage."
"The Bharti Scholarship at Plaksha University offers financial support and transformative experiences to exceptional undergraduate students from various socio-economic backgrounds. Up to 20 scholarships are awarded annually. Recipients, known as 'Bharti Scholars,' benefit from mentorship by senior faculty and industry leaders, global exchange programs, and the opportunity to engage in projects with a focus on social impact. Scholarship renewal is contingent on academic performance, and selection is based on financial need and holistic evaluation.
","The Bharti Scholarship, established by the Bharti Foundation, serves as a remarkable initiative to enable deserving students from diverse socio-economic backgrounds to pursue full-time undergraduate studies at Plaksha University. This prestigious scholarship program fully supports up to 20 undergraduate students annually. The Bharti Scholarship aims to go beyond a mere financial commitment, offering a holistic and transformative experience for these exceptional and deserving students, fostering both academic and professional growth.

The scholarship provides a range of benefits for Bharti Scholars, including participation in a student mentoring program during their first year, facilitated by senior faculty members and industry leaders. This mentorship aims to provide guidance and support, ensuring the scholars' smooth transition into the university's academic environment. Additionally, Bharti Scholars have the opportunity to engage in exchange programs with global universities, offering them a chance to broaden their horizons through projects, research, and cross-cultural experiences.

To be eligible for the Bharti Scholarship, candidates must exhibit not only academic excellence but also a set of key attributes, including motivation to utilize their talents for the betterment of society, out-of-the-box thinking, a bias for action, an entrepreneurial mindset, leadership instincts, ethics, grit, and determination. Scholarship awards are made on an annual basis and can be renewed for up to four years, or until the student earns a bachelor's degree, subject to maintaining the specified minimum academic performance and other criteria.

The selection process for scholarship recipients involves a meticulous evaluation process. This includes a review of candidates' statements of purpose and personal essays, which are part of their initial application. A rigorous shortlisting process is conducted, considering factors such as financial need, holistic assessment of academic and extracurricular performance, and personal essays submitted during the admission process at Plaksha. Following the initial shortlisting, a scholarship committee conducts interviews with shortlisted candidates to make the final selection.

One notable aspect of the Bharti Scholarship is the emphasis on social impact. Bharti Scholars are expected to actively participate in projects, internships, and capstones, with a special focus on initiatives that create a positive societal influence. The Bharti Scholarship program reflects a deep commitment to nurturing the potential of exceptional students, offering them support and opportunities to excel academically and contribute to society, thus aligning with Plaksha University's ethos of innovation, leadership, and inclusivity.



"
"Plaksha University is dedicated to establishing a research and innovation ecosystem that tackles contemporary global challenges. Our research spans key areas like future mobility, smart agriculture, affordable healthcare, sustainable urban systems, and the interplay between water, food, and energy.","At Plaksha University, we are committed to fostering a robust research and innovation ecosystem geared towards addressing the most pressing challenges of our era. Our research initiatives are diverse and cutting-edge, focusing on pivotal domains that hold the potential to shape the future.

One of our key research areas is the ""Future of Mobility,"" where we explore innovative solutions for transportation and urban mobility to create more efficient, sustainable, and accessible systems. In ""Smart Agriculture,"" our researchers work on advancing technology and practices to enhance agricultural productivity and sustainability, ultimately contributing to global food security.

We are also dedicated to developing ""Affordable Health Systems"" that ensure quality healthcare is accessible to all, leveraging technology and innovation to bridge healthcare gaps. In ""Sustainable Urban Systems,"" our research aims to create livable, efficient, and environmentally conscious cities for the rapidly urbanizing world.

Lastly, we delve into the intricate relationships within the ""Water-Food-Energy Nexus,"" aiming to optimize resource utilization and minimize environmental impact. Plaksha University's research and innovation ecosystem strives to drive meaningful change, providing solutions to some of the world's most critical challenges.




"
"The Plaksha Research Fellowship (PRF) seeks outstanding graduates and postgraduates in engineering, applied sciences, and social sciences to advance their research careers in cutting-edge technology and interdisciplinary fields. PRF Fellows will collaborate with renowned faculty at Plaksha and partner institutions, receive competitive stipends, attend international events, and rapidly become leaders in global research programs. We also emphasize nurturing entrepreneurial skills and vision.
","The Plaksha Research Fellowship (PRF) is a prestigious program designed to attract exceptional graduates and postgraduates in the fields of engineering, applied sciences, and social sciences. Our goal is to nurture emerging researchers interested in pushing the boundaries of technology and interdisciplinary research.

PRF Fellows will have the opportunity to work closely with esteemed faculty members at Plaksha University, serving as integral members of research labs dedicated to addressing contemporary challenges. Collaboration extends beyond our institution, with fellows also working in partnership with universities, research laboratories, and industry, providing a rich and diverse research environment.

As a testament to our commitment to research excellence, PRF Fellows will receive competitive stipends, ensuring their financial well-being as they pursue their research careers. Furthermore, an annual grant will support their participation in international conferences and workshops, facilitating networking and exposure to the global research community.

Our expectation is that Research Fellows will rapidly evolve into leaders within globally renowned research programs. We provide an environment that not only fosters academic excellence but also emphasizes the cultivation of entrepreneurial skills and vision, ensuring that they are well-rounded individuals who can drive innovation and make a significant impact in their chosen fields."
"Research Fellow responsibilities involve conducting research in collaboration with partner institutions, writing research papers, and assisting faculty with undergraduate teaching, dedicating 10-12 hours per week to course-related work.
","The Research Fellow's role at Plaksha University encompasses a range of responsibilities. Firstly, they are expected to engage in rigorous research within their respective areas, collaborating not only with Plaksha faculty but also with partner institutions, which enriches their exposure to diverse research environments and perspectives.

Another vital aspect of their role is contributing to the academic literature by writing research papers and conference papers. While undertaking this task, Research Fellows receive guidance and assistance from faculty members, ensuring that their work meets high academic standards.

In addition to their research duties, Research Fellows are actively involved in undergraduate teaching. This entails helping faculty members deliver at least one course every semester, which may involve approximately 10-12 hours of weekly work. This dual role as a researcher and educator not only enriches the academic experience for students but also enhances the Fellow's own skill set and ability to communicate complex ideas effectively."
"The Plaksha Research Fellowship is open to driven individuals aspiring to start a career in academia and research. Eligibility criteria include having a Bachelor's/Master's degree in various fields, alignment with specific research areas, and being under 30 years of age. Selection is based on research interests, innovation potential, and the motivation to address real-world challenges at the intersection of technology and society.","The eligibility criteria for the Plaksha Research Fellowship are designed to identify and support passionate individuals embarking on careers in academia and research. To be considered for the fellowship, candidates should meet the following requirements:

Educational Background: Applicants must hold a Bachelor's or Master's degree (or equivalent) in fields related to computer science, engineering (including electrical and electronics engineering, mechanical engineering, and bioengineering), mathematics, physics, biology and natural sciences, engineering education, humanities, liberal arts, or related areas.

Research Alignment: Candidates are encouraged to align their research interests with Plaksha's key thrust areas, which encompass machine learning, artificial intelligence, data science, robotics and cyber-physical systems, sensors, IoT (Internet of Things), biological systems, bioinformatics, engineering ethics, humanities, and more. The specific areas of faculty research interests can be found in the 'Role Specifications' for further details.

Age Limit: Applicants should be below 30 years of age to be considered for the fellowship.

Research Fellows will be chosen based on their demonstrated research interests, innovative potential, and their commitment to making a positive impact. The university is particularly interested in candidates who are eager to take on intellectual challenges, generate novel artifacts and systems, explore the intersection of technology and society, and work on practical solutions for real-life problems. The selection process is highly competitive, emphasizing the importance of a genuine passion for research and a drive to contribute to technological leadership and societal well-being."
"Plaksha Research Fellows enjoy a minimum monthly stipend of INR 50,000 with potential bonuses for outstanding performance. On-campus housing may be available, and Fellows receive medical insurance (INR 5 lac) and a travel/conference allowance (up to INR 50,000 per year). The fellowship is a one-year contract, renewable annually for up to three years. Further benefits include priority consideration for PhD programs and full-time research positions at Plaksha, as well as mentorship for future academic and industry career paths.","The compensation and benefits package for Plaksha Research Fellows is designed to provide a supportive and rewarding experience. Here's a detailed breakdown:

Stipend: Research Fellows receive a minimum consolidated monthly stipend of INR 50,000, which includes a House Rent Allowance (HRA). Exceptional candidates may also be eligible for additional incentives.

Housing: On-campus housing may be available to Fellows in the student hostel, and it is provided on a payment basis.

Medical Insurance: Fellows are covered by a comprehensive medical insurance plan with coverage of INR 5 lac, ensuring their well-being.

Travel/Conference Allowance: Research Fellows are entitled to a travel/conference allowance of up to INR 50,000 per year, enabling them to attend conferences and workshops, expand their networks, and stay updated with the latest developments in their respective fields.

Contract Duration: The fellowship initially spans one year, with the possibility of renewal on an annual basis, extendable to a maximum of three years, subject to mutual agreement and performance.

Additional Career Benefits:

PhD Admission Priority: Research Fellows who excel in their roles receive priority consideration for admission to PhD programs at Plaksha, offering a seamless transition to advanced research studies.

Research Engineer Positions: Exceptional Fellows are also given priority consideration for full-time research engineer positions at Plaksha's research centers, providing opportunities to continue their research work in a professional capacity.

Mentorship: Fellows benefit from mentorship and guidance to shape their future career trajectories, whether in academia or industry, ensuring they have the support and insight needed to achieve their professional goals.




"
"To apply for the Plaksha Research Fellowship, click the 'Apply Here' button on the application portal. Submit your CV, a list of 2-5 references, and a concise Statement of Interest (up to 2 pages) that outlines your motivations, skills, research interests, and educational/career aspirations.
","The application process for the Plaksha Research Fellowship is straightforward and involves the following steps:

Access the Application Portal: Click the 'Apply Here' button on the application portal to begin the application process.

Required Documents:

CV: Prepare and submit your Curriculum Vitae (CV) to provide an overview of your academic and professional background.
References: Include a list of 2 to 5 references who can vouch for your qualifications and character.
Statement of Interest: Craft a concise Statement of Interest, not exceeding 2 pages, which should address the following aspects:
Motivation: Explain your reasons for applying to the Plaksha Research Fellowship, highlighting your enthusiasm and commitment to pursuing a research career.
Skills and Experience: Showcase your relevant skills and experiences that make you a strong candidate for the fellowship.
Research Interests: Discuss your research interests, particularly those that align with Plaksha's focus areas.
Educational and Career Aspirations: Share your educational and career aspirations, providing insights into how the fellowship can help you achieve your goals.
By following these steps and providing the requested documents, you can complete your application for the Plaksha Research Fellowship and take the first step toward an exciting research journey.



"
"Plaksha University hosts several key initiatives:
Center for Clean Energy: Focused on energy expertise, innovation, and entrepreneurship, with engagement in public-private energy projects.
Plaksha Entrepreneurship Program: Encouraging entrepreneurship within the Plaksha community and aiding Fellows in the transition from student to entrepreneur.
Global Innovation Hub: A partnership with the Government of Punjab, aiming to foster innovation and entrepreneurship by attracting startups to the Knowledge City, Mohali, covering 4 acres.","Plaksha University is at the forefront of several innovative initiatives:
Center for Clean Energy: This center is dedicated to fostering expertise in clean energy, supporting energy-related innovation and research, nurturing energy entrepreneurs, and actively engaging in public-private partnerships for energy projects. It serves as a hub for knowledge and action in the clean energy sector, addressing the critical need for sustainable energy solutions.
Plaksha Entrepreneurship Program: Launched with the objective of cultivating an entrepreneurial spirit within the Plaksha student community and the broader ecosystem. The program provides a conducive environment for Fellows to develop their business ideas, encouraging the transition from being a student to becoming a successful entrepreneur. It empowers aspiring entrepreneurs with mentorship, resources, and opportunities to turn their innovative concepts into thriving businesses.
Global Innovation Hub: In collaboration with the Government of Punjab, Plaksha has signed a Memorandum of Understanding (MoU) to establish a Global Innovation Hub within the Knowledge City in Mohali, spanning 4 acres. This hub is designed to stimulate innovation and entrepreneurship in the region by attracting startups, providing them with an environment conducive to growth and collaboration. The initiative aims to position Mohali as a hub for cutting-edge innovation and a catalyst for economic development in the area."
"Plaksha University paves the way for impactful careers. Our graduates go on to lead organizations, establish pioneering ventures, and address real-world challenges. Alumni from the Technology Leaders Program have secured roles as data scientists, product managers, entrepreneurs, and tech leaders. They work across sectors such as Fintech, Biotech, E-commerce, and more, in positions like Product Manager, Startup Founder, and also pursue higher studies globally.
","Plaksha University is dedicated to empowering students with the knowledge and skills required for high-impact careers. Our graduates embark on diverse professional paths, ranging from leadership roles in established organizations to founding innovative ventures that tackle pressing real-world issues.
The alumni of the Technology Leaders Program have achieved success in various roles and industries, including but not limited to:
Sectors:
Fintech
Biotech
Auto
Agri-tech
E-commerce
Data Analytics
Blockchain
Banking
Consulting
Manufacturing
Healthcare
Venture Capital
Research Labs
Non-Profit Organizations, and more.
Roles in Organizations:
Product Manager
Product Designer
Software Architect
Data Scientist
UX Designer
Data Engineer
Startup Founder
Chief Technology Officer (CTO)
Chief Experience Officer (CXO)
Moreover, a significant number of our alumni choose to pursue further education at top institutions worldwide, further enhancing their knowledge and expertise in their chosen fields. Plaksha University equips students with the skills, networks, and experiences they need to make meaningful contributions across a wide range of sectors and roles."
"Plaksha University attracts a diverse range of leading companies for hiring, including names like Boston Consulting Group, Fractal Analytics, Cisco, Microsoft, Amazon, and many more.
","Plaksha University's strong industry connections and commitment to excellence in education draw an impressive roster of companies for hiring. Some of the prominent names include Boston Consulting Group, Fractal Analytics, InfoEdge, Cisco, Arcesium, Eightfold.ai, Harappa, HRS, Indifi, Microsoft, Paytm, Amazon, Cactus, and a host of other prestigious organizations. This diverse array of employers offers our graduates a wide spectrum of opportunities to launch their careers and make impactful contributions in various sectors."
"The Indorama Ventures Center for Clean Energy at Plaksha University is a pioneering interdisciplinary center with a mission to drive India's clean energy transition through education and research. It aims to leverage the synergy between energy and digitalization to make sustainable and affordable energy solutions a reality while nurturing industry-relevant professionals and entrepreneurs. The center is guided by a distinguished executive council and advisors from academia, industry, think tanks, development finance institutions, and entrepreneurship. Its vision is to create a future where India's energy sector is characterized by decarbonization, self-reliance, and grid security, offering clean and secure energy for all.","The Indorama Ventures Center for Clean Energy, situated at Plaksha University, is a groundbreaking initiative aimed at catalyzing India's transition towards a cleaner, more sustainable energy landscape. This interdisciplinary center focuses on the convergence of energy and digitalization to facilitate the widespread deployment of scalable, sustainable, and affordable energy solutions. A key objective is the cultivation of professionals and entrepreneurs equipped to address the challenges and opportunities within the clean energy sector.
Vision:The center envisions a future where India's energy sector is characterized by decarbonization, self-reliance, and grid security. In this vision, clean and secure energy is accessible to all, driving both environmental sustainability and national energy security.
Mission:The core mission of the Indorama Ventures Center for Clean Energy is to support India's journey towards a net-zero carbon, self-reliant, and energy-secure future. To achieve this mission, the center engages in:
Interdisciplinary Research: Conducting research that spans across multiple domains to create innovative solutions.
Industry and Government Partnerships: Collaborating with key stakeholders in both industry and government to drive the clean energy transition.
Public Awareness Campaigns: Educating and mobilizing the public to participate in and support clean energy initiatives.
The center operates under the guidance of a diverse and eminent executive council, along with advisors from academia, industry, think tanks, development finance institutions (DFIs), and the entrepreneurship ecosystem. By addressing the dual imperatives of India's energy transformation and global carbon emissions reduction, the Indorama Ventures Center for Clean Energy at Plaksha University is poised to make a significant impact on the clean energy landscape."
"The Indorama Ventures Center for Clean Energy, led by a faculty team including Dr. Anupam Sobti, Dr. Shashikant Pawar, Dr. Vishal Garg, and Dr. Vivek Deulkar, exemplifies our commitment to multidisciplinary research in clean energy. They bring their expertise to address complex challenges, contributing to our mission of advancing clean energy solutions.","The Indorama Ventures Center for Clean Energy is a cornerstone of our dedication to multifaceted research in the field of clean energy. Our accomplished faculty team, comprising Dr. Anupam Sobti (Applied Machine Learning, Embedded Systems/IoT), Dr. Shashikant Pawar (Fluid Dynamics and Heat Transfer), Dr. Vishal Garg (Energy Efficient & Smart Buildings), and Dr. Vivek Deulkar (Sustainable Carbon Efficient Energy Systems), collectively embodies our commitment to advancing innovative solutions. They bring a wealth of knowledge and experience to tackle intricate challenges in the clean energy domain, making a significant contribution to our overarching mission. Through their dedication and expertise, the center is poised to play a pivotal role in shaping a more sustainable and environmentally responsible future."
"The Indorama Ventures Center for Clean Energy explores key research areas to drive progress in clean energy, including renewable energy technologies, energy storage, grid modernization, policies and economics, end-use efficiency, and environmental impact mitigation. These areas are integral to the Center's mission of leading the clean energy transition through education and research.
","The Indorama Ventures Center for Clean Energy is at the forefront of research in several pivotal areas to propel the clean energy agenda forward:
Renewable Energy: Research in this area is dedicated to the development of innovative renewable energy technologies encompassing solar, wind, and hydropower. The goal is to foster a cleaner energy future and promote the utilization of renewable energy sources. The scope of work includes technical assessments, cost-benefit analyses, and the identification of best practices for deploying renewable energy technologies.
Energy Storage and Grid Modernization: This area focuses on addressing energy storage challenges and the modernization of electrical grids to enhance the integration of renewable energy sources. Research endeavors center around advanced storage systems, grid management and control, and the optimization of grid operations.
Policies and Economics: The Center is actively engaged in research related to end-use efficiency in energy consumption, encompassing sectors such as energy-efficient buildings, appliances, and public utilities. This includes the development and deployment of energy-efficient technologies and solutions, as well as the identification of best practices for energy conservation.
End-Use Efficiency: Research in this area delves into end-use efficiency in energy consumption across domains like smart and efficient buildings, appliances, and transportation. The work encompasses the development of energy-efficient technologies and solutions and the identification of best practices for effective energy conservation.
Environmental Impact: This area is dedicated to the study of the environmental impact of energy production and consumption, with a focus on minimizing this impact and promoting sustainable energy solutions. Research efforts involve evaluating the environmental consequences of energy production, developing low-carbon energy solutions, and identifying best practices for reducing greenhouse gas emissions.
These research areas are fundamental to the Center's mission of spearheading the clean energy transition through education and research. The Center is unwavering in its commitment to making a positive impact and driving progress towards a sustainable and environmentally responsible future."
"The Indorama Ventures Center for Clean Energy focuses on two critical research areas:

Building Energy Efficiency: With India's growing construction sector and the rise of smart cities, the center investigates solutions to enhance building energy efficiency, including innovative urban planning, building envelope optimization, energy-efficient equipment, and renewable energy integration.

Urban Heat Island (UHI): UHI, driven by human activities, elevates urban temperatures, posing health risks and increasing energy consumption. The center's research includes visualizing UHI impacts, microclimate studies, and mitigation strategies like cool roofs, passive design, vertical gardening, and reflective materials.
","The Indorama Ventures Center for Clean Energy is at the forefront of research in two critical areas:

Building Energy Efficiency: As India's construction sector expands and the nation pursues the development of 100 smart cities by 2023, a pressing need arises for building energy efficiency solutions. Currently, the building sector accounts for a significant 32.6% of India's total electricity consumption, a figure set to increase. The center conducts multifaceted research on building efficiency, encompassing topics such as neighborhood planning, building envelope optimization, energy-efficient equipment, human behavior's impact on energy consumption, smart automation, renewable energy integration, energy storage solutions, and an analysis of policies and regulations. The aim is to advance sustainable and decarbonized building practices to ensure a cleaner, more energy-efficient future.

Urban Heat Island (UHI): UHIs result from human activities, causing urban areas to experience higher temperatures than their rural surroundings. This shift can lead to multiple challenges, including increased human mortality, compromised health and comfort, elevated energy consumption, and emissions. The center's research in this area includes visualizing the impact of UHIs through district-level simulations and microclimate studies. These investigations provide insights into the effects of human activities on urban temperatures and allow for the identification of problems and the formulation of solutions. Mitigation strategies involve implementing cool roofs, passive design modifications, urban planning, vertical gardening, and optimizing building materials to minimize the impact of UHIs, thereby enhancing urban livability and reducing energy consumption.




"
"The Indorama Ventures Center for Clean Energy is on the lookout for talented individuals to join their team of interdisciplinary researchers and faculty dedicated to driving clean energy innovation. They are seeking experts in various fields, including Building Physics, Electrical Engineering, Chemical Engineering, Mechanical Engineering, Architecture, Behavioral Sciences, and Planning and Policymaking for roles like Faculty, Research Scientist, Post-Doctoral Fellow, PhD Scholar, Research Fellow, Program Manager, and Interns. If you're passionate about energy and sustainability and want to contribute to cutting-edge research, this is your chance to make a difference.
","The Indorama Ventures Center for Clean Energy is actively seeking individuals who are enthusiastic about making a positive impact on the transition to clean energy. The center's mission is to lead cutting-edge research and development in the clean energy domain, and they are looking for talented individuals to join their diverse team of interdisciplinary researchers and faculty. This team collaborates across various fields, including engineering, economics, environmental science, and policy, to find innovative solutions to the complex energy challenges that society faces today.
There are exciting opportunities for individuals with expertise in the following areas:
Building Physics
Electrical Engineering
Chemical Engineering
Mechanical Engineering
Architecture
Behavioral Sciences
Planning and Policymaking
In these areas, the center is looking for team members to fill various roles, including Faculty, Research Scientist, Post-Doctoral Fellow, PhD Scholar, Research Fellow, Program Manager, and Interns. This diverse range of roles offers an opportunity for individuals with different levels of experience and expertise to contribute to the center's mission.
Joining the team means becoming part of a community of passionate individuals who are deeply committed to advancing the transition to clean energy. If you possess a background in any of the mentioned areas and are eager to contribute to pioneering research in the clean energy sector, the center encourages you to apply and be a part of their transformative efforts."
"The Info Edge Center for Entrepreneurship is a dynamic hub dedicated to turning student entrepreneurial dreams into reality. It provides continuous support and guidance at every stage of the entrepreneurial journey, with mentorship from accomplished entrepreneurs and Plaksha faculty.","The Info Edge Center for Entrepreneurship is a pivotal force in making students' entrepreneurial aspirations come true. It's more than just a center; it's a thriving ecosystem that offers unwavering support and resources to students throughout their entrepreneurial journey. The journey encompasses various phases, from sparking inspiration to refining and ideating innovative concepts, guiding them through the incubation process, ensuring they're set up for successful monetization, and even aiding in the expansion of their ventures on an international scale.

What sets this center apart is the invaluable mentorship and guidance provided by a remarkable roster of accomplished entrepreneurs and the esteemed faculty at Plaksha University. These mentors bring their wealth of experience to the table, offering insights, strategies, and inspiration that can only come from those who have walked the path of entrepreneurship themselves. The Info Edge Center for Entrepreneurship is more than just a support system; it's a driving force behind the next generation of entrepreneurial leaders and innovators, cultivating their potential and propelling them toward success."
"Plaksha University's Plaksha Summer Innovation Program (PSIP) nurtures entrepreneurship and innovation by offering select undergraduate teams a 45-day program with a one-time grant of Rs. 30,000 to work on their ventures. PSIP concludes with a Demo Day where teams pitch their ideas or prototypes to founders, faculty, and investors. Additionally, Pitch Day 2022-23 was a startup pitching competition held on March 24, 2023, featuring insightful discussions and live pitches from 12 start-ups in the Tricity region.
","Plaksha Summer Innovation Program (PSIP) is a flagship initiative of Plaksha University designed to instill a vibrant culture of entrepreneurship and innovation among students. During this immersive 45-day program, carefully selected teams of undergraduate students are provided with a one-time grant of Rs. 30,000 to work on their innovative ideas and venture projects. The program serves as a crucible for nurturing the entrepreneurial spirit, offering participants the opportunity to transform their concepts into tangible realities.
As a culmination of PSIP, the program features a compelling event known as Demo Day. During this event, participating teams present their developed ideas, prototypes, and ventures to a distinguished audience, which includes founders, esteemed faculty members, and potential investors. It's a platform where innovation and entrepreneurship take center stage, providing participants with valuable exposure and feedback.
In addition to PSIP, Plaksha University hosted the inaugural startup pitching competition, 'Pitch Day 2022-23,' on March 24, 2023. This event was marked by a captivating fireside chat involving accomplished angels and entrepreneurs, a keynote speech, and live pitching sessions featuring 12 start-ups from the Tricity region. Pitch Day served as a dynamic forum for fostering the entrepreneurial ecosystem, connecting promising startups with industry experts and potential backers."
"Plaksha University's upcoming initiatives include setting up dynamic Innovation & Research Labs to nurture intellectual property and entrepreneurial ventures, organizing a Punjab Hackathon in collaboration with TiE Chandigarh in September 2023, introducing a Minor in Entrepreneurship for undergraduates, and offering support for startup incubation to refine business models, secure funding, and scale operations.
","Plaksha University is actively gearing up for several exciting initiatives in the near future:
Innovation & Research Labs: These labs will serve as vibrant and collaborative environments where students and researchers can ideate, experiment, and create intellectual property that has the potential to evolve into groundbreaking entrepreneurial ventures. The focus is on fostering a culture of innovation and providing the necessary resources for translating innovative ideas into real-world solutions.
Hackathon: Plaksha University is set to host a Punjab Hackathon in collaboration with TiE Chandigarh in September 2023. This event will challenge conventional thinking, encourage the reimagination of solutions, and provide a platform for students to showcase their problem-solving skills and innovation.
Minor in Entrepreneurship: Plaksha University recognizes the importance of entrepreneurship and is integrating it into the curriculum for undergraduate students. This includes the introduction of a 'Technology Startup Lab' simulation course and specialized elective courses, ensuring that students gain valuable insights into the entrepreneurial world and can apply their knowledge effectively.
Startup Incubation: Plaksha University is fully committed to supporting startups at an early stage of their journey. This support encompasses refining business models, securing essential funding, and facilitating the scaling of operations. By offering a nurturing environment, mentorship, and resources, the university aims to empower startups and help them achieve their full potential."
"The Info Edge Centre for Entrepreneurship is dedicated to supporting aspiring entrepreneurs and fostering innovation. We provide essential resources, mentorship, and networking opportunities to help turn ideas into successful businesses. By empowering entrepreneurs, we contribute to economic growth and social change. We are seeking support from individuals and organizations who share our passion for entrepreneurship, whether through financial or in-kind contributions, to fuel the dreams of budding entrepreneurs and drive positive change in the entrepreneurial landscape.","The Info Edge Centre for Entrepreneurship is a powerhouse of support and resources for budding entrepreneurs. Our mission is clear: we are here to foster innovation and empower individuals on their entrepreneurial journey. The center offers a wealth of resources, including mentorship from accomplished entrepreneurs and networking opportunities, all aimed at helping turn innovative ideas into thriving businesses.
We firmly believe that entrepreneurship is a force for economic growth and social transformation. By supporting entrepreneurs and their ventures, we contribute to job creation, economic development, and the overall prosperity of our community.
To continue this essential work, we are actively seeking support from individuals and organizations who share our passion for entrepreneurship. Your contributions, whether financial or in-kind, are pivotal in providing the necessary resources and support that emerging entrepreneurs require. These contributions are the fuel that powers the dreams of the next generation of business leaders and innovators, helping them overcome the challenges they face.
When you join us in our mission, you become an integral part of the entrepreneurial landscape, driving lasting change. You contribute to the growth and success of innovative startups and play a pivotal role in fostering an ecosystem of innovation. We invite you to connect with us to explore how you can support the Info Edge Centre for Entrepreneurship and be a part of empowering the next generation of entrepreneurs. Together, we can create a thriving environment for innovation and drive positive change in the entrepreneurial world."
